,BDNF_N,pAKT_N,pCREB_N,PKCA_N,pRSK_N,APP_N,MTOR_N,AMPKA_N,pNUMB_N,NUMB_N,pGSK3B_N,CDK5_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,SNCA_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,pCFOS_N,SYP_N,H3AcK18_N
196,0.299698202,0.197743078,0.188557932,0.280934261,0.42396011,0.424091327,0.483925994,0.397323186,0.338407033,0.169898558,0.120212546,0.245669726,0.132012974,0.18487337,0.127389414,0.149679111,0.189634946,0.16058243,0.091229039,0.22082672,0.12380098,0.559243668,0.266717273,0.17065765,0.870126285,0.258643296,0.123041888,0.130425782,0.392933545,0.116900145
197,0.296756209,0.196401419,0.176507856,0.272301064,0.384313229,0.419285352,0.465408008,0.386087177,0.310314242,0.165853323,0.11815245,0.233349371,0.122276445,0.180768438,0.12598804,0.146058148,0.185236099,0.167777854,0.096020345,0.225582514,0.121795312,0.566774349,0.269365592,0.153962472,0.864595505,0.26022407,0.124682109,0.136435494,0.390267372,0.114165922
198,0.286402312,0.218012522,0.178840905,0.273077541,0.395248033,0.422379194,0.496387863,0.384973511,0.315620485,0.148957299,0.115103367,0.233637266,0.126658843,0.166561343,0.114651982,0.133881015,0.167464115,0.166561343,0.101742349,0.217116548,0.111402004,0.558544732,0.233817821,0.149950348,0.832174777,0.236074749,0.133249075,0.127742168,0.375191839,0.129818543
199,0.289150868,0.19499761,0.183367851,0.268440338,0.385215867,0.413414051,0.490998885,0.377728214,0.317508364,0.145038168,0.115036393,0.233978342,0.12835079,0.178235399,0.118941949,0.143884254,0.17193325,0.165364814,0.096307474,0.224214451,0.111663412,0.592934493,0.238150186,0.158441328,0.833570034,0.250310669,0.130569856,0.123468844,0.376797444,0.121516066
200,0.280287635,0.210098484,0.172893544,0.264186337,0.377677036,0.40503361,0.480381429,0.367516023,0.307800531,0.147064057,0.121619217,0.240747331,0.122419929,0.168950178,0.119128114,0.138879004,0.170373665,0.171797153,0.093149466,0.224466192,0.112455516,0.562099644,0.244039146,0.15133452,0.846886121,0.256761566,0.128113879,0.127402135,0.383896797,0.122597865
201,0.276961252,0.220843672,0.163199084,0.260736782,0.412865051,0.396258828,0.483680092,0.362855507,0.307310555,0.133600917,0.116972477,0.227178899,0.12293578,0.163417431,0.113990826,0.136926606,0.168004587,0.155275229,0.102408257,0.209977064,0.099311927,0.556766055,0.233944954,0.152752294,0.788990826,0.233830275,0.156536697,0.127293578,0.36146789,0.14266055
202,0.265610262,0.200150915,0.16789285,0.257875872,0.372571213,0.391058291,0.482927749,0.368043765,0.309186946,0.133761551,0.11753437,0.229546991,0.124070318,0.165314402,0.11933739,0.14288934,0.158102321,0.157876944,0.099166103,0.204755465,0.098715348,0.577417174,0.247802569,0.160581474,0.796033356,0.248816768,0.144466982,0.129254,0.347532116,0.129141312
203,0.276144109,0.219279455,0.173515093,0.269522882,0.380136319,0.413242454,0.525608569,0.375462512,0.319182084,0.142710472,0.119666895,0.226899384,0.127652293,0.162445813,0.119780972,0.144193475,0.17008898,0.168149669,0.09650924,0.206593657,0.103011636,0.569472964,0.238078941,0.169746749,0.806297057,0.270590919,0.154232261,0.124344057,0.38329911,0.129933835
204,0.290691887,0.234693878,0.174962668,0.268043803,0.414136386,0.411149826,0.555002489,0.407416625,0.340965655,0.130839718,0.119272946,0.227880427,0.11897251,0.150818687,0.123178609,0.142106054,0.174553102,0.17951029,0.097942016,0.190926844,0.087276551,0.603274748,0.251164188,0.181312904,0.805017275,0.25446898,0.178909419,0.14030344,0.366080817,0.141054529
205,0.274701671,0.197374702,0.172792363,0.263245823,0.386634845,0.403579952,0.521718377,0.396420048,0.335799523,0.131277533,0.11938326,0.233039648,0.137004405,0.153597651,0.131571219,0.146402349,0.168135095,0.178854626,0.098531571,0.183994126,0.095301028,0.598091043,0.264757709,0.182966226,0.805433186,0.266960352,0.156387665,0.143759178,0.385315712,0.140675477
206,0.249596681,0.196358608,0.180225858,0.247292003,0.35906891,0.391334409,0.537220558,0.389951602,0.316432358,0.134276682,0.11982538,0.233177781,0.130663857,0.150835466,0.130362788,0.149781725,0.17221135,0.179437001,0.104169803,0.190426012,0.094686136,0.614933012,0.261779317,0.198855939,0.823423152,0.285112148,0.191780822,0.141201264,0.369411411,0.146018365
207,0.303225806,0.227419355,0.189677419,0.28516129,0.408709677,0.429354839,0.603870968,0.468064516,0.379677419,0.118490967,0.125398512,0.219447396,0.120616366,0.145235565,0.117428268,0.136556854,0.150371945,0.168614949,0.106269926,0.183846971,0.08554729,0.615302869,0.267977329,0.173928445,0.787637265,0.253985122,0.173042862,0.156216791,0.325008856,0.144172866
208,0.284480099,0.211663067,0.175563098,0.270904042,0.405121876,0.410058624,0.607219994,0.440296205,0.378278309,0.120907674,0.121600554,0.207517755,0.142906634,0.149662221,0.123852416,0.154512385,0.159016109,0.156591027,0.10670362,0.186904556,0.090074485,0.602286506,0.262601767,0.195738784,0.801143253,0.286679369,0.161441192,0.171141521,0.326866447,0.13840291
209,0.27866939,0.210388095,0.168077035,0.259410563,0.392179749,0.390137146,0.561132186,0.416690983,0.34986869,0.132627423,0.128499641,0.216618808,0.13603733,0.144113424,0.129576454,0.155778894,0.163854989,0.161880833,0.102656138,0.183058148,0.088478105,0.629576454,0.265075377,0.206030151,0.831299354,0.29684135,0.188980617,0.155599426,0.378858579,0.143575018
210,0.337857815,0.271468889,0.237064911,0.305335304,0.470366886,0.371052278,0.464856874,0.39658648,0.323478027,0.184323331,0.135257195,0.282608696,0.133343539,0.175061237,0.128827312,0.161053276,0.202005511,0.180266381,0.090707287,0.20874158,0.108925291,0.494029394,0.27013166,0.152020821,0.80243417,0.186007348,0.122167789,0.102725046,0.465018371,0.112982241
211,0.337149087,0.258926138,0.2491142,0.313300627,0.458571818,0.368629054,0.470155356,0.395884437,0.326792041,0.182729375,0.128296068,0.271164225,0.120431766,0.174248265,0.129452583,0.160292984,0.207170393,0.174942174,0.095990748,0.202235929,0.106476484,0.488743254,0.275713184,0.157363146,0.80154202,0.191441789,0.120277564,0.10154202,0.442559753,0.119352352
212,0.371796749,0.277639479,0.272074974,0.336652511,0.479133109,0.407673159,0.506223459,0.420705813,0.360960609,0.171860037,0.12,0.275359116,0.123830571,0.164788214,0.121767956,0.153222836,0.187108656,0.171049724,0.08611418,0.196758748,0.108360958,0.498121547,0.262025783,0.137384899,0.769502762,0.18946593,0.115064457,0.0906814,0.450755064,0.106519337
213,0.319888047,0.254856767,0.22818571,0.300460981,0.458182417,0.349687191,0.444682252,0.369114257,0.316924597,0.180707798,0.144273933,0.274454536,0.137070675,0.174966072,0.129241048,0.166510074,0.206910951,0.172982566,0.098340119,0.217037269,0.106900512,0.532101472,0.282284163,0.155339806,0.806347218,0.173504541,0.127570728,0.105752166,0.448585447,0.114208164
214,0.331918506,0.268421053,0.239388795,0.305602716,0.487606112,0.362478778,0.458234295,0.374702886,0.328862479,0.181695688,0.137023217,0.268138474,0.123756219,0.177860697,0.126243781,0.157131012,0.198486733,0.177031509,0.098258706,0.212375622,0.100849917,0.546330846,0.276637645,0.14935738,0.812914594,0.186670813,0.127176617,0.098569652,0.461546434,0.114738806
215,0.345113978,0.273193144,0.262767273,0.323201979,0.488248807,0.362961654,0.472344937,0.392472168,0.34387701,0.174674726,0.134822252,0.273947341,0.122528429,0.173855138,0.132670833,0.161868661,0.194344842,0.170884131,0.098555476,0.206638664,0.103370556,0.556910153,0.262063313,0.158795205,0.818256326,0.195984018,0.119659871,0.098862821,0.430386231,0.11074685
216,0.302771411,0.27339029,0.227964159,0.29131069,0.486351323,0.31756616,0.434257137,0.34569702,0.309439467,0.171710349,0.150770062,0.268576061,0.140637665,0.175358011,0.127398001,0.159011078,0.19021886,0.192785734,0.104566333,0.212915428,0.104161038,0.552553364,0.277222372,0.166981897,0.855039179,0.196298298,0.128613888,0.111186166,0.472439881,0.123345042
217,0.30942667,0.272922482,0.241142366,0.315868585,0.440627013,0.326819841,0.467038866,0.365686064,0.31801589,0.171719918,0.145207342,0.272195785,0.144119646,0.178110129,0.126988443,0.165873555,0.195649218,0.192522094,0.106730116,0.216315432,0.091774303,0.553229096,0.2746431,0.171312033,0.865941536,0.206526173,0.124405167,0.101155676,0.470564242,0.135010197
218,0.303419689,0.264455959,0.237098446,0.288290155,0.434404145,0.308186528,0.446217617,0.346943005,0.306528497,0.161913646,0.143523454,0.279450959,0.134594883,0.169509595,0.130063966,0.162046908,0.17750533,0.193230277,0.103411514,0.213885928,0.095015991,0.547841151,0.257196162,0.154984009,0.853011727,0.207489339,0.144722814,0.111007463,0.460421109,0.124466951
219,0.310131477,0.32095901,0.237947925,0.302397525,0.473060067,0.367362722,0.486207786,0.360917762,0.344676463,0.150552486,0.152451657,0.257596685,0.142437845,0.164537293,0.124309392,0.169198895,0.177140884,0.177313536,0.108770718,0.201657459,0.089606354,0.551104972,0.279350829,0.171961326,0.835808011,0.191298343,0.200276243,0.123791436,0.5,0.200966851
220,0.363934426,0.295901639,0.263661202,0.337978142,0.468852459,0.369945355,0.484153005,0.377595628,0.33715847,0.153568358,0.148581255,0.259673259,0.146861565,0.172484953,0.126569218,0.168357696,0.186242476,0.173860705,0.111607911,0.200171969,0.082373173,0.569045572,0.273774721,0.172141015,0.830782459,0.204987102,0.213413586,0.110060189,0.465864144,0.181427343
221,0.317728319,0.277820414,0.244563827,0.298286007,0.495523152,0.332054234,0.492709133,0.353798926,0.355845485,0.151407257,0.14750763,0.284333672,0.128518142,0.163784334,0.126992201,0.159206511,0.169549,0.15089861,0.104442184,0.200237369,0.084435402,0.550186504,0.259070871,0.16615802,0.835876568,0.199220075,0.198711428,0.11190234,0.473550356,0.181926077
222,0.268688082,0.287000901,0.248273792,0.269588712,0.44851396,0.293905734,0.435905134,0.352146503,0.313719604,0.151549681,0.164083865,0.26230629,0.152917046,0.155651778,0.132862352,0.17935278,0.171604376,0.211030082,0.10118505,0.199407475,0.095715588,0.628076572,0.306289881,0.195533273,0.913628077,0.203737466,0.255241568,0.150638104,0.551731996,0.251139471
223,0.258377425,0.267489712,0.278365667,0.266607878,0.480011758,0.32069371,0.458259847,0.336566725,0.300999412,0.146452593,0.159470601,0.257756563,0.144065958,0.150141028,0.125189846,0.167281406,0.180299414,0.201562161,0.09503146,0.186374485,0.420698633,0.605771317,0.29941419,0.18398785,0.875244088,0.191147754,0.242785854,0.111520937,0.51052289,0.240399219
224,0.331821354,0.327983252,0.300418702,0.318562456,0.523726448,0.333217027,0.52128402,0.40474529,0.361828332,0.147598253,0.152183406,0.253275109,0.188427948,0.145633188,0.125764192,0.165720524,0.169868996,0.197379913,0.100218341,0.190393013,0.073362445,0.624017467,0.3069869,0.173144105,0.896943231,0.210480349,0.246943231,0.139956332,0.520960699,0.218995633
225,0.419017131,0.229537982,0.224173732,0.397906212,0.485897214,0.416854127,0.481744246,0.45128915,0.42386226,0.212322054,0.185390898,0.324154026,0.151691949,0.209568261,0.125227538,0.176709452,0.174422404,0.231458576,0.124387398,0.223990665,0.12462077,0.513978996,0.32042007,0.134609102,0.886861144,0.205227538,0.136662777,0.114912485,0.578483081,0.195845974
226,0.432892907,0.234440195,0.238960362,0.412030598,0.494871349,0.424895688,0.507214882,0.480441586,0.440716273,0.223932207,0.196951249,0.347635514,0.160473384,0.2237861,0.132908002,0.190279063,0.182778941,0.269517362,0.136511956,0.232308966,0.133200214,0.543953636,0.352262212,0.159012322,0.917693469,0.224760142,0.135684021,0.124579944,0.595042127,0.208542346
227,0.463256803,0.244304583,0.235971988,0.438702243,0.553940254,0.440386491,0.529385693,0.516709512,0.479833348,0.216072747,0.198809084,0.349381462,0.167282127,0.219534712,0.128738922,0.180345273,0.175913959,0.251661743,0.125830871,0.222904357,0.131093058,0.52247969,0.34961226,0.161327548,0.872276588,0.229551329,0.12989291,0.132662482,0.566746677,0.200886263
228,0.364471669,0.234303216,0.194486983,0.372717635,0.49770291,0.383201791,0.467428437,0.393096949,0.405348098,0.199503211,0.175875439,0.337574215,0.150248395,0.20640979,0.127771719,0.178541137,0.175087847,0.239912759,0.121410396,0.222949231,0.1217739,0.519205138,0.32757785,0.141100206,0.88725312,0.205743366,0.142190719,0.115473161,0.55622198,0.202835333
229,0.376171829,0.24089237,0.190577904,0.384715794,0.51323128,0.396582414,0.495075353,0.432419604,0.419959653,0.203598658,0.181823727,0.336200061,0.165599268,0.218786215,0.132967368,0.180237877,0.177432144,0.245074718,0.122171394,0.22378774,0.12284233,0.533882281,0.344983227,0.155962184,0.908081732,0.22146996,0.14126258,0.123025313,0.551204636,0.211405916
230,0.39099809,0.24438873,0.194842407,0.401504298,0.55265043,0.404847182,0.510983763,0.464063992,0.449379179,0.191767301,0.18474222,0.337900604,0.168543892,0.211797492,0.12854157,0.177136554,0.178529958,0.233917789,0.125638644,0.209765444,0.120645611,0.492626568,0.325708314,0.15524849,0.868555504,0.226486298,0.137076173,0.124071064,0.525836043,0.207268927
231,0.339267767,0.233309404,0.182770998,0.373151472,0.48241206,0.362383345,0.465613783,0.364680546,0.382483848,0.170129667,0.165677238,0.318231526,0.144039994,0.19731292,0.116388064,0.156069364,0.159350102,0.197547258,0.121621622,0.191688799,0.103030776,0.513435401,0.305577254,0.139900016,0.83510389,0.208717388,0.154663334,0.12380878,0.511092017,0.197000469
232,0.350977797,0.240111748,0.206734304,0.378620791,0.520658727,0.387884135,0.475518306,0.408763417,0.433759741,0.170865781,0.164757978,0.319896167,0.150862727,0.196976638,0.121545274,0.160177126,0.150328294,0.198579936,0.124293785,0.187356848,0.102992823,0.488395175,0.323255459,0.160100779,0.820506948,0.213696748,0.149564819,0.125973431,0.486410139,0.204993129
233,0.369603267,0.248833139,0.183634772,0.388273046,0.539964994,0.382292882,0.496791132,0.442532089,0.431592765,0.168872225,0.169680929,0.327378327,0.166004999,0.197029849,0.115791795,0.158947214,0.164167034,0.192177621,0.121526246,0.18173798,0.103146596,0.483531834,0.330833701,0.161667402,0.800764593,0.219453022,0.147551831,0.129980885,0.479782385,0.191148361
234,0.320470415,0.228959941,0.177692025,0.359059169,0.469864021,0.365123117,0.433112826,0.319551635,0.356486586,0.154615913,0.160404199,0.298930639,0.13283626,0.192288826,0.10615128,0.153634847,0.1274404,0.180319827,0.120376729,0.180319827,0.095555774,0.468753066,0.274992642,0.124104778,0.927499264,0.215834396,0.152555675,0.127930933,0.461885608,0.187677818
235,0.311541144,0.216004184,0.17346583,0.329846583,0.45223152,0.348849372,0.407949791,0.311018131,0.346582985,0.165499556,0.165203669,0.303580235,0.138277937,0.196962225,0.107801558,0.149521649,0.141335437,0.174080284,0.121609626,0.190551336,0.099713976,0.459611402,0.285432488,0.133346484,0.906105139,0.219548279,0.155044876,0.138179308,0.474800276,0.192918434
236,0.323897059,0.238051471,0.182904412,0.359926471,0.481433824,0.366911765,0.465257353,0.337316176,0.367463235,0.163043478,0.165909091,0.305335968,0.145059289,0.186857708,0.102964427,0.150889328,0.13784585,0.16729249,0.120355731,0.196837945,0.097134387,0.432806324,0.294367589,0.131916996,0.895750988,0.212450593,0.162549407,0.15,0.457806324,0.210770751
237,0.297027645,0.237580545,0.188526294,0.326959052,0.469341093,0.351070464,0.417376845,0.309914779,0.346289753,0.151355956,0.158029249,0.28169814,0.145960528,0.18245066,0.107056652,0.153059776,0.132329973,0.163708647,0.109754366,0.17009797,0.086894789,0.494391594,0.289365327,0.138009371,0.950163283,0.22462019,0.188697998,0.152775806,0.488428227,0.209285816
238,0.312943633,0.230688935,0.183507307,0.337578288,0.505636743,0.35782881,0.431106472,0.322546973,0.366388309,0.152986131,0.167138409,0.301585055,0.143928673,0.175771299,0.099632041,0.149448061,0.13005944,0.170110388,0.115199547,0.186810076,0.09043306,0.509482027,0.29422587,0.143645627,0.925417492,0.23931503,0.183555052,0.163458817,0.471270875,0.224738183
239,0.308090213,0.243534037,0.187875026,0.356093524,0.468032278,0.360645562,0.44589282,0.334367887,0.368508173,0.15547955,0.164172723,0.31509192,0.163602679,0.179278894,0.102180419,0.146501354,0.13367536,0.159897392,0.122416987,0.18825709,0.093059712,0.496365968,0.321504917,0.143651133,0.901239846,0.217329343,0.213196523,0.148924042,0.479692176,0.223599829
240,0.360817477,0.16440149,0.196818685,0.402396054,0.368871439,0.39695963,0.424343099,0.368770764,0.326386792,0.179629942,0.161970643,0.285248299,0.141330634,0.190484225,0.119734548,0.1569653,0.16000225,0.169675496,0.113998088,0.246217873,0.142005512,0.520893088,0.311568528,0.128058039,0.900118104,0.237163264,0.127993006286102,0.113604409,0.45334908,0.117147517
241,0.347358997,0.177459465,0.194469313,0.404257436,0.35849995,0.389237044,0.411419477,0.368944594,0.331841241,0.175303939,0.162137935,0.287018881,0.135805928,0.187181355,0.118886212,0.154966665,0.167908566,0.164939212,0.118101854,0.238780884,0.140400022,0.489607261,0.30539526,0.126169533,0.867163427,0.236763964,0.13054688015581917,0.117429548,0.437839655,0.116701216
242,0.366670089,0.186261423,0.203408974,0.421911901,0.378170243,0.400451792,0.446349728,0.394290995,0.343053702,0.177660114,0.167520982,0.294767082,0.145102236,0.192812482,0.116487354,0.154903397,0.168985524,0.171520306,0.113952571,0.250943503,0.14572185,0.474961978,0.307722638,0.12758407,0.86599448,0.233481665,0.13391207842492955,0.115811412,0.451641976,0.119472765
243,0.326849733,0.188151538,0.177218408,0.3712179,0.423213832,0.387617595,0.421179761,0.338291381,0.319349097,0.164166409,0.156356325,0.298407052,0.144525209,0.186359418,0.120012372,0.160454686,0.15527374,0.154887102,0.124574698,0.255258274,0.144679864,0.525286112,0.310624807,0.132616765,0.887952366,0.235153109,0.14098883254039052,0.119548407,0.423136406,0.12612125
244,0.32577239,0.192673706,0.184069874,0.393690523,0.442706296,0.385738496,0.435797158,0.356276887,0.336331639,0.163181194,0.155014502,0.287513357,0.147916349,0.178675011,0.115554877,0.145855595,0.160280873,0.151885208,0.112807205,0.24332163,0.138299496,0.497710273,0.299267287,0.128453671,0.858342238,0.234239047,0.1451980862316572,0.118760495,0.428407877,0.120973897
245,0.3389315,0.22282465,0.190822534,0.407299656,0.446971701,0.39288548,0.459005554,0.376355462,0.341311822,0.162300858,0.159313725,0.300398284,0.146063113,0.191482843,0.113893995,0.155330882,0.164445466,0.149586397,0.115425858,0.257046569,0.142310049,0.482000613,0.303002451,0.126991422,0.854473039,0.232843137,0.14351163257443672,0.117340686,0.419960172,0.126531863
246,0.307390451,0.079463702,0.185415304,0.379332897,0.107259647,0.390778286,0.443754088,0.337148463,0.329627207,0.156702899,0.159621578,0.302435588,0.146034622,0.173913043,0.117049114,0.155394525,0.157809984,0.169887279,0.110406602,0.246678744,0.141404992,0.503824477,0.312198068,0.144927536,0.89281401,0.226851852,0.1473771132942186,0.118055556,0.456622383,0.138385668
247,0.322077922,0.075487013,0.177597403,0.381493506,0.095941558,0.376623377,0.442694805,0.339285714,0.333116883,0.152465483,0.155621302,0.292011834,0.144970414,0.170019724,0.115483235,0.148422091,0.157988166,0.148915187,0.121301775,0.250986193,0.133629191,0.474753452,0.307790927,0.143688363,0.856311637,0.228796844,0.14727738578120578,0.119625247,0.44566075,0.134023669
248,0.316986611,0.063236006,0.180835619,0.381513147,0.09743507,0.370704952,0.445394418,0.347475399,0.336505888,0.149593012,0.156839389,0.281119714,0.14701211,0.18225134,0.113758189,0.158526901,0.162596784,0.170438753,0.118324399,0.251042287,0.131228906,0.468830653,0.328171531,0.142842962,0.851101846,0.228211237,0.14267944590653267,0.116835418,0.419297201,0.139666468
249,0.343633656,0.218540581,0.216120625,0.404132539,0.4091586,0.37714073,0.476917349,0.364854803,0.347356664,0.156617172,0.166042608,0.306907682,0.154680439,0.173789542,0.122659781,0.156617172,0.170432537,0.155584248,0.134280181,0.255907037,0.137766301,0.492834087,0.322788896,0.154163977,0.912588767,0.245706908,0.1708859004525658,0.133892834,0.436668819,0.153647515
250,0.353085952,0.121544869,0.21942446,0.411965165,0.410261265,0.397008709,0.450586899,0.36312003,0.357251041,0.148344706,0.164518575,0.291761435,0.153019965,0.156810715,0.115365176,0.147712914,0.156305282,0.154536265,0.12345211,0.251579479,0.133687137,0.48003538,0.327268132,0.162244124,0.891458175,0.241723528,0.17899308767819894,0.14190043,0.433030073,0.151630023
251,0.340389972,0.086350975,0.210213556,0.426555246,0.40724234,0.371773445,0.456824513,0.376973073,0.362859796,0.146671681,0.166478626,0.287200702,0.148928168,0.177384982,0.113827253,0.155196189,0.163971418,0.154820108,0.127115457,0.245204964,0.135138523,0.477873887,0.330324683,0.156700514,0.859470979,0.238435502,0.16674443627359636,0.138397894,0.417324809,0.15256362
252,0.351551264,0.165194165,0.228888432,0.412779947,0.161084857,0.386891309,0.467639203,0.376001644,0.340867064,0.133495539,0.160583942,0.290673155,0.1594485,0.175182482,0.113706407,0.151662612,0.169018654,0.147607461,0.130738037,0.23649635,0.138523925,0.497972425,0.339983779,0.177128954,0.890673155,0.249148418,0.20214010662926574,0.157502028,0.477372263,0.173073804
253,0.360835619,0.184216079,0.238657945,0.436167968,0.159949356,0.395020046,0.4676092,0.382992192,0.387423507,0.131985536,0.162886259,0.291420118,0.169953978,0.161242604,0.118836292,0.151873767,0.162228797,0.154832347,0.132478632,0.240795529,0.138560158,0.492110454,0.357166338,0.169953978,0.893819855,0.259204471,0.2139510112940125,0.173241289,0.445266272,0.17800789
254,0.372259696,0.191399663,0.248735245,0.445193929,0.159780776,0.383853288,0.47955312,0.392917369,0.360666105,0.126317496,0.161666937,0.276633695,0.182422572,0.155018648,0.113993838,0.163288471,0.173504135,0.148532512,0.121290741,0.239338414,0.125344576,0.49262202,0.335819685,0.17707151,0.865574834,0.260256202,0.19450181459401467,0.14415437,0.471866386,0.172369061
255,0.437048307,0.20977558,0.236021301,0.396348421,0.463769494,0.450171168,0.45768353,0.456827691,0.386268543,0.230284261,0.218172768,0.338734653,0.183054972,0.213140139,0.114036058,0.155513771,0.182612543,0.357150758,0.143457582,0.251576153,0.149264462,0.471076208,0.278121889,0.132507466,1.119898241,0.20351731,0.117520186,0.11055193,0.540592855,0.18657589746768743
256,0.426259824,0.202773925,0.234304207,0.379935275,0.457050393,0.429311142,0.444105409,0.438002774,0.371151179,0.226420268,0.212162755,0.336093442,0.179041456,0.208598377,0.110111867,0.149594209,0.181454266,0.359618337,0.128043431,0.265080061,0.152555385,0.461340206,0.272044308,0.12595964,1.150855451,0.201853477,0.116692257,0.106492652,0.516725159,0.17280092422940532
257,0.424497732,0.20312934,0.243125637,0.368854736,0.464494028,0.436626238,0.446069808,0.433570966,0.395796685,0.233046642,0.213639872,0.352133642,0.178575367,0.213419341,0.112801852,0.154427169,0.18844415,0.360403573,0.130775168,0.24760172,0.166060205,0.478443048,0.294409527,0.136453854,1.204598081,0.204267284,0.114400706,0.110651671,0.52343147,0.1570063845760233
258,0.396927651,0.214444995,0.208870168,0.374628345,0.50024777,0.420837463,0.441650149,0.419598612,0.368434093,0.206026232,0.194186459,0.322155264,0.175895073,0.206168026,0.109252038,0.143424318,0.171074087,0.330237504,0.125983694,0.233888692,0.131159163,0.406097129,0.267281106,0.121304502,1.092236795,0.194470046,0.121020915,0.106345268,0.478270117,0.16996267980560117
259,0.382448148,0.211605323,0.217360029,0.357750869,0.488070975,0.402709507,0.426447668,0.389761419,0.356432082,0.208315288,0.192363216,0.319979789,0.174678793,0.205355854,0.107044897,0.144362639,0.185145084,0.353616284,0.12306915,0.239281074,0.138732496,0.430994659,0.257182041,0.121842067,1.116428468,0.201458063,0.129132381,0.109499062,0.470838747,0.18239878271127385
260,0.370335491,0.206474397,0.217775162,0.346674514,0.483931725,0.404708652,0.414832254,0.374690995,0.366450853,0.204261364,0.186647727,0.327698864,0.179190341,0.208522727,0.108948864,0.139275568,0.172017045,0.345667614,0.123650568,0.224360795,0.148863636,0.452982955,0.275497159,0.136150568,1.146377841,0.202414773,0.124715909,0.108948864,0.469460227,0.17289281690784575
261,0.354444444,0.215873016,0.195396825,0.351269841,0.499047619,0.383015873,0.398888889,0.350952381,0.336190476,0.180321771,0.192969404,0.327536501,0.175764903,0.200223194,0.104807961,0.140983911,0.161908305,0.289500604,0.1241514,0.218543662,0.116990607,0.3896587,0.258346508,0.135590068,1.017390496,0.190551474,0.148702688,0.112247745,0.483771971,0.1894857473739095
262,0.345962733,0.218012422,0.195652174,0.330900621,0.489440994,0.370652174,0.390062112,0.330590062,0.332763975,0.182873187,0.186055218,0.31913898,0.166307908,0.196350023,0.101731399,0.143097801,0.175854001,0.301357043,0.122601778,0.225362658,0.125596631,0.384277024,0.264295742,0.15414132,1.057182967,0.185212915,0.153205428,0.113430042,0.463827796,0.17496762616746284
263,0.317620006,0.201350963,0.186404139,0.304972693,0.457171601,0.34032768,0.37237712,0.317763725,0.3190572,0.178541492,0.177703269,0.339852845,0.176213095,0.197354941,0.105150414,0.138120518,0.164477973,0.297569153,0.130297103,0.226133929,0.13830679,0.400391171,0.272795008,0.156282015,1.115861041,0.194840272,0.140355779,0.113066965,0.474620471,0.16257079155247833
264,0.373902133,0.257005437,0.210790464,0.357800084,0.535968214,0.407988289,0.419071518,0.403805939,0.377457131,0.177055201,0.158150589,0.288214324,0.175110727,0.193799287,0.090310036,0.114832019,0.133304526,0.160959274,0.122069785,0.186561521,0.099600302,0.284001296,0.227071405,0.140434266,0.939613266,0.21032732,0.148968348,0.147239927,0.398509236,0.10766221616484223
265,0.357739753,0.231794668,0.206526064,0.339235973,0.506963788,0.368682849,0.389574214,0.366693195,0.356545961,0.1737042,0.159852547,0.303172475,0.190460232,0.201519214,0.095174263,0.123436104,0.131478999,0.177949062,0.138293119,0.189789991,0.107238606,0.296246649,0.244414656,0.133266309,0.972520107,0.226094727,0.149463807,0.144995532,0.405384272,0.12600786725990826
266,0.359857482,0.232581156,0.211599367,0.346001584,0.516231196,0.374505146,0.411322249,0.366389549,0.392319873,0.17211329,0.160532049,0.29916294,0.184726522,0.198945075,0.095172572,0.129572297,0.135534916,0.190230478,0.133012269,0.193555785,0.105951152,0.30455223,0.235294118,0.133241601,1.002522646,0.219011581,0.156633414,0.137369568,0.419676643,0.12630888236872712
267,0.443789749,0.187803966,0.226056865,0.349794239,0.401421624,0.44332211,0.439393939,0.479236813,0.401047512,0.163232264,0.164704151,0.294818958,0.185899323,0.181925228,0.094053577,0.122755372,0.136443921,0.168383868,0.137474242,0.175007359,0.10612305,0.357668531,0.244627613,0.150721225,0.914924934,0.222549308,0.186635266,0.137474242,0.453782749,0.12136356913614187
268,0.440290758,0.181912584,0.221939016,0.353818559,0.408005287,0.446332484,0.453979043,0.454167847,0.404984424,0.156503765,0.175549978,0.293075447,0.204045475,0.213347114,0.099512771,0.134504651,0.128598848,0.170677691,0.138491067,0.17968404,0.099069836,0.375166101,0.255130666,0.146611546,0.941827846,0.224863428,0.202864314,0.135538166,0.431566514,0.12864474132857084
269,0.445206749,0.186538105,0.219543853,0.362599666,0.403393288,0.429723716,0.449471537,0.438346004,0.400055628,0.166173032,0.175370226,0.288698363,0.195323461,0.19563523,0.105533905,0.139360873,0.136399065,0.185658613,0.143569758,0.194699922,0.108028059,0.420420889,0.284333593,0.15604053,0.975058457,0.206235386,0.2,0.167420109,0.452533125,0.14028339096858095
270,0.497159859,0.234514471,0.263727346,0.401677035,0.436840682,0.543413579,0.546659454,0.700838518,0.631052204,0.269288352,0.158698473,0.301577004,0.188092624,0.189390159,0.114083242,0.134095219,0.170476095,0.204261902,0.132148917,0.266094421,0.153508334,0.373689989,0.249925142,0.133346641,0.684948598,0.193232858,0.130452141,0.137588582,0.484529394,0.107645474
